date,value
2024-04-06,45.11510597575705
2024-04-07,49.84032315414698
2024-04-08,67.51690216617115
2024-04-09,85.32341098235395
2024-04-10,80.8828793304194
2024-04-11,75.49290483271585
2024-04-12,54.60049080136961
2024-04-13,37.57621092782692
2024-04-14,47.70988060573953
2024-04-15,71.95668668990734
2024-04-16,103.53788058139865
2024-04-17,94.85075309183685
2024-04-18,82.16675586298042
2024-04-19,57.99492492981399
2024-04-20,29.892544681566896
2024-04-21,50.03634061783315
2024-04-22,70.45440683727847
2024-04-23,109.40261559395597
2024-04-24,93.1635281932925
2024-04-25,83.76701679822645
2024-04-26,59.561083420660616
2024-04-27,37.14157542536233
2024-04-28,60.639319459906325
2024-04-29,77.23631474160364
2024-04-30,97.27321959277735
2024-05-01,88.67560159554294
2024-05-02,93.82527786940591
2024-05-03,49.872254398323875
2024-05-04,52.43414179908019
2024-05-05,70.26866727262527
2024-05-06,64.54484520142351
2024-05-07,87.66286750197052
2024-05-08,97.99619747696143
2024-05-09,79.82340347134706
2024-05-10,49.93004077449231
2024-05-11,49.5360741694856
2024-05-12,45.494877878696094
2024-05-13,77.50616056991004
2024-05-14,86.08614078728156
2024-05-15,110.84674711876005
2024-05-16,78.83346768794569
2024-05-17,61.00714141573521
2024-05-18,56.74399343235418
2024-05-19,45.39467837939259
2024-05-20,76.78538592402083
2024-05-21,105.14696201777068
2024-05-22,86.83569132448928
2024-05-23,87.82485021725358
2024-05-24,66.91098122172755
2024-05-25,57.738723989974744
2024-05-26,46.59427254619885
2024-05-27,65.65033886487316
2024-05-28,100.11363783080594
2024-05-29,103.31971990920403
2024-05-30,89.60000747412205
2024-05-31,68.85178986607521
2024-06-01,47.292228565487704
2024-06-02,59.59619313287104
2024-06-03,79.8068568782964
2024-06-04,91.47157928401933
2024-06-05,117.11832393485595
2024-06-06,92.63501336100857
2024-06-07,57.79806153483746
2024-06-08,59.23314052954562
2024-06-09,51.18899551612395
2024-06-10,85.00723924420542
2024-06-11,107.70344058264855
2024-06-12,96.87495462124372
2024-06-13,97.79964435002809
2024-06-14,71.87902225031053
2024-06-15,61.80547826279025
2024-06-16,75.4090780615336
2024-06-17,77.99574280860242
2024-06-18,93.65307195808892
2024-06-19,97.57258305341242
2024-06-20,84.81443835870924
2024-06-21,69.20824648186496
2024-06-22,59.206498103727014
2024-06-23,63.696545917301236
2024-06-24,87.82459905127241
2024-06-25,101.03526173033116
2024-06-26,117.5652564300345
2024-06-27,90.47195129488836
2024-06-28,92.83469881225398
2024-06-29,62.73090640967325
2024-06-30,55.87404439369032
2024-07-01,73.8882783968549
2024-07-02,106.03931123961333
2024-07-03,105.39756685252867
2024-07-04,99.54949523588861
2024-07-05,76.10753179848527
2024-07-06,58.391221648657584
2024-07-07,57.205240422832844
2024-07-08,71.58492590621715
2024-07-09,99.85569762349117
2024-07-10,115.28474481208261
2024-07-11,96.79852655855275
2024-07-12,63.60400589456023
2024-07-13,61.607585679081545
2024-07-14,68.31041452756985
2024-07-15,77.88112953645387
2024-07-16,105.90590340995061
2024-07-17,110.14750952742219
2024-07-18,87.1902995452254
2024-07-19,77.68050032940165
2024-07-20,65.95669980557732
2024-07-21,75.1405707575013
2024-07-22,94.63069076470173
2024-07-23,94.90303294108918
2024-07-24,103.42752478289273
2024-07-25,101.70262938789952
2024-07-26,80.17677437627293
2024-07-27,66.83909040743903
2024-07-28,98.54629805969637
2024-07-29,92.01568375632739
2024-07-30,116.2571983285502
2024-07-31,119.81042453251871
2024-08-01,104.04176258303588
2024-08-02,74.79261813421174
2024-08-03,70.03874800329629
2024-08-04,62.79012974051708
2024-08-05,86.80229613922086
2024-08-06,104.53805014683162
2024-08-07,114.081688862023
2024-08-08,118.59618642833681
2024-08-09,63.62493587295914
2024-08-10,70.70536108470563
2024-08-11,57.319289809659935
2024-08-12,86.16967538918503
2024-08-13,118.38084862756291
2024-08-14,115.18922122205565
2024-08-15,92.70524499387416
2024-08-16,74.08891306197324
2024-08-17,71.90034687554643
2024-08-18,65.62636904779957
2024-08-19,92.92508435451586
2024-08-20,111.28210389341398
2024-08-21,110.71046361080477
2024-08-22,119.72704125426982
2024-08-23,86.13098023695633
2024-08-24,51.51070951316754
2024-08-25,74.20922194205114
2024-08-26,87.1474092420718
2024-08-27,118.98528117491233
2024-08-28,110.8313858065492
2024-08-29,102.90588233029126
2024-08-30,86.34781161261513
2024-08-31,75.88617708214873
2024-09-01,64.36350148980902
2024-09-02,91.01397639585089
2024-09-03,109.6145373296144
2024-09-04,113.19320317578033
2024-09-05,119.19569310663512
2024-09-06,86.796052390819
2024-09-07,60.12134921646689
2024-09-08,82.55705364505293
2024-09-09,111.91552118103911
2024-09-10,122.92210722567116
2024-09-11,107.51316263109726
2024-09-12,102.44647192381558
2024-09-13,94.93977321898359
2024-09-14,65.79535044855639
2024-09-15,80.01299881614362
2024-09-16,102.38362935473161
2024-09-17,108.49522669099639
2024-09-18,120.4402048325945
2024-09-19,81.63849110855224
2024-09-20,77.85766821717553
2024-09-21,70.6844462847207
2024-09-22,67.72846325761452
2024-09-23,110.49413268111027
2024-09-24,105.71782476229548
2024-09-25,118.64433710987238
2024-09-26,109.86283976975345
2024-09-27,98.83124098273866
2024-09-28,62.46637960878999
2024-09-29,88.26432405293292
2024-09-30,98.76499206017347
2024-10-01,110.55517189995645
2024-10-02,127.10980611991378
2024-10-03,111.65767803841169
2024-10-04,83.74760497529861
2024-10-05,75.75997882050503
2024-10-06,77.12479058315822
2024-10-07,100.8395516563856
2024-10-08,124.95257182686748
2024-10-09,137.34939817732996
2024-10-10,101.41096180556839
2024-10-11,106.86189231217834
2024-10-12,60.83314506676405
2024-10-13,80.24130392012715
2024-10-14,105.8862358686111
2024-10-15,123.15174669493888
2024-10-16,120.92795281196156
2024-10-17,110.89679311568486
2024-10-18,87.1019031600168
2024-10-19,72.98321472975005
2024-10-20,89.50068677893906
2024-10-21,105.28410742681513
2024-10-22,116.60882031333334
2024-10-23,134.35463329635184
2024-10-24,116.26845260791454
2024-10-25,98.79709291035903
2024-10-26,83.98344884305183
2024-10-27,77.32019523775334
2024-10-28,99.19482053987785
2024-10-29,129.37873123876372
2024-10-30,133.28908173871307
2024-10-31,114.89112901154839
2024-11-01,94.48110034847619
2024-11-02,90.41602259632984
2024-11-03,80.46786953680324
2024-11-04,109.3013332331742
2024-11-05,123.03112650066554
2024-11-06,127.9129553117868
2024-11-07,125.09684190151896
2024-11-08,101.39409739627006
2024-11-09,87.95106584038709
2024-11-10,96.89255642708358
2024-11-11,106.3408702392348
2024-11-12,131.35257681285634
2024-11-13,128.42055620721644
2024-11-14,120.14824322788758
2024-11-15,94.99790749178423
2024-11-16,83.46724179468292
2024-11-17,92.45826749570419
2024-11-18,100.87535936266383
2024-11-19,143.88433657033937
2024-11-20,124.10283653032596
2024-11-21,109.08968882803806
2024-11-22,106.55222423708614
2024-11-23,90.27286094880385
2024-11-24,93.93825515098519
2024-11-25,113.69617422500612
2024-11-26,128.29554950443944
2024-11-27,126.22122593279614
2024-11-28,120.65791951824832
2024-11-29,93.1183288793473
2024-11-30,92.9888025868019
2024-12-01,89.0171228849099
2024-12-02,103.31371789891064
2024-12-03,127.07072227634984
2024-12-04,137.95099786124732
2024-12-05,116.7899719526279
2024-12-06,93.20614472927134
2024-12-07,88.38562773375469
2024-12-08,93.40159982815673
2024-12-09,107.11043539264199
2024-12-10,127.12178788698718
2024-12-11,137.7522310482626
2024-12-12,110.96337896543969
2024-12-13,89.77248302115024
2024-12-14,81.93686159415942
2024-12-15,90.98257536795123
2024-12-16,114.90152664275247
2024-12-17,143.94122938988923
2024-12-18,144.0053938573775
2024-12-19,122.51683078006948
2024-12-20,102.12834887529975
2024-12-21,80.91246576943566
2024-12-22,93.79033281606685
2024-12-23,111.35328232896764
2024-12-24,135.96841345935746
2024-12-25,131.77455464570195
2024-12-26,129.19939645606615
2024-12-27,115.79067516490306
2024-12-28,89.31090482124277
2024-12-29,98.40041700315655
2024-12-30,120.4319886963765
2024-12-31,131.42518652392604
2025-01-01,141.43342737096307
2025-01-02,126.39364887074973
2025-01-03,105.5584579716317
2025-01-04,85.2451930604131
2025-01-05,96.63108994279563
2025-01-06,120.14310841501147
2025-01-07,147.49238448373123
2025-01-08,148.5631394475209
2025-01-09,144.7666546469477
2025-01-10,99.88655400249652
2025-01-11,99.65612174738179
2025-01-12,99.15002991698995
2025-01-13,134.92583087314952
2025-01-14,130.66513466088963
2025-01-15,135.41948342375224
2025-01-16,123.99433914566298
2025-01-17,90.28245403348106
2025-01-18,89.71980180252979
2025-01-19,92.85851790101349
2025-01-20,119.85884302157667
2025-01-21,141.11385407230716
2025-01-22,158.39491019728507
2025-01-23,137.64115633706342
2025-01-24,103.9066759050202
2025-01-25,87.98680992754852
2025-01-26,104.11521788785507
2025-01-27,109.34211239596073
2025-01-28,154.27976171528465
2025-01-29,154.0693497716878
2025-01-30,127.53264573709599
2025-01-31,96.06511423995099
2025-02-01,107.25339161401789
2025-02-02,100.51183107614115
2025-02-03,131.05479387027242
2025-02-04,128.12095564045399
2025-02-05,141.08711394464683
2025-02-06,132.57628587403897
2025-02-07,111.3943205451571
2025-02-08,94.07017417121983
2025-02-09,107.65923461930115
2025-02-10,113.85958526178423
2025-02-11,140.9856263529985
2025-02-12,148.0927645043314
2025-02-13,137.89813227112208
2025-02-14,117.95968014210888
2025-02-15,89.92184653071037
2025-02-16,91.65180711699523
2025-02-17,133.87024859439194
2025-02-18,146.03145965136375
2025-02-19,142.39079248054327
2025-02-20,147.4401227251909
2025-02-21,114.44044351409923
2025-02-22,109.60164606028312
2025-02-23,105.71315365652103
2025-02-24,141.38310274062002
2025-02-25,158.6639596174326
2025-02-26,147.63525690752232
2025-02-27,144.05175985100672
2025-02-28,119.92633935879745
2025-03-01,112.36460637039112
2025-03-02,98.70190344295838
2025-03-03,131.6338163439105
2025-03-04,154.33691409504274
2025-03-05,136.80533952632922
2025-03-06,128.06140946440428
2025-03-07,99.69775966239406
2025-03-08,100.50858455693506
2025-03-09,113.40991449632686
2025-03-10,139.41254640305007
2025-03-11,147.71056176596417
2025-03-12,165.1524651046443
2025-03-13,127.73495122237122
2025-03-14,103.63284289199349
2025-03-15,103.4677429636781
2025-03-16,111.99038536383267
2025-03-17,128.38041732388794
2025-03-18,131.82655204464692
2025-03-19,152.65886574633083
2025-03-20,129.58829220641013
2025-03-21,123.86556811983492
2025-03-22,108.09319584598502
2025-03-23,102.64710880405846
2025-03-24,125.77932529230743
2025-03-25,141.14066599221334
2025-03-26,154.11867860660732
2025-03-27,148.91347209681874
2025-03-28,111.87066468087016
2025-03-29,110.44106732371252
2025-03-30,107.17237147005682
2025-03-31,124.79556329526253
2025-04-01,150.00641661004755
2025-04-02,147.58645812779687
2025-04-03,138.09142441239126
2025-04-04,111.4217352332023
2025-04-05,123.37478158526008
2025-04-06,112.94482615517013
2025-04-07,126.78902721177943
2025-04-08,153.8227840979169
2025-04-09,156.21805763198472
2025-04-10,142.00114738126283
2025-04-11,127.16637729662038
2025-04-12,114.96532752466725
2025-04-13,109.66699388087204
2025-04-14,129.02857067292152
2025-04-15,151.1588165571899
2025-04-16,139.9495980339859
2025-04-17,132.89566100229877
2025-04-18,134.4363231581878
2025-04-19,123.31329287465829
2025-04-20,113.16700006766428
2025-04-21,139.49585762488394
2025-04-22,157.09751669311038
2025-04-23,184.24429914187235
2025-04-24,155.2220741137237
2025-04-25,123.72627360914662
2025-04-26,103.75751296420381
2025-04-27,103.55600314441466
2025-04-28,137.7593963297359
2025-04-29,149.80499481684762
2025-04-30,149.48350831980824
2025-05-01,142.34117707066548
2025-05-02,117.3455156344362
2025-05-03,126.14725489194723
2025-05-04,124.70897708442902
2025-05-05,137.31619143462402
2025-05-06,168.94363921260134
2025-05-07,162.72876978013008
2025-05-08,141.87177185633817
2025-05-09,139.43117760386724
2025-05-10,118.20968748320317
2025-05-11,110.60617511658171
2025-05-12,137.10554846284836
2025-05-13,151.3474253967621
2025-05-14,152.29571079359366
2025-05-15,157.41975116957855
2025-05-16,143.7698034318309
2025-05-17,103.9581518655323
2025-05-18,124.65618356707697
2025-05-19,134.67140265690148
2025-05-20,155.70365367608167
2025-05-21,159.86724256975657
2025-05-22,144.34668995424553
2025-05-23,130.13092865398704
2025-05-24,109.74737684715666
2025-05-25,123.56436960215109
2025-05-26,140.72292365664188
2025-05-27,158.93735769362794
2025-05-28,158.59416998969428
2025-05-29,147.89273078949725
2025-05-30,137.03417075939439
2025-05-31,121.65060060179951
2025-06-01,114.82855835988303
2025-06-02,143.16777229802764
2025-06-03,168.10832437789344
2025-06-04,153.74772235941563
2025-06-05,158.102068295442
2025-06-06,126.93833620358144
2025-06-07,123.45633777190895
2025-06-08,117.79121238829123
2025-06-09,129.182342371638
2025-06-10,150.32517321021288
2025-06-11,168.73592950403716
2025-06-12,157.08125209253427
2025-06-13,126.25307859667281
2025-06-14,125.24857341574219
2025-06-15,111.85341046483788
2025-06-16,144.34104611013586
2025-06-17,154.9056684375376
2025-06-18,164.384846390688
2025-06-19,156.63094677165236
2025-06-20,127.85258999759508
2025-06-21,118.31167471404378
2025-06-22,134.44419875906505
2025-06-23,141.50283486548804
2025-06-24,172.52762025451744
2025-06-25,161.81016573820386
2025-06-26,161.73847614680443
2025-06-27,147.51673120748978
2025-06-28,102.86324838922329
2025-06-29,121.26697956394564
2025-06-30,151.98283216147786
2025-07-01,165.4660055920123
2025-07-02,175.06527288479447
2025-07-03,153.91644655211422
2025-07-04,137.92518586436836
2025-07-05,122.63927182946479
2025-07-06,138.23268342334694
2025-07-07,150.64990721280066
2025-07-08,171.03947529931693
2025-07-09,170.0493754912038
2025-07-10,156.09576357562074
2025-07-11,135.02028738438682
2025-07-12,128.28859217398698
2025-07-13,126.77083640586639
2025-07-14,152.1810246439225
2025-07-15,186.19014571423878
2025-07-16,181.5616741699966
2025-07-17,158.63671043321654
2025-07-18,149.3387495866165
2025-07-19,123.1166573731477
2025-07-20,115.0820012933647
2025-07-21,143.04642062377087
2025-07-22,155.86888927922746
2025-07-23,173.0288539925721
2025-07-24,162.6405310464343
2025-07-25,154.38882202986707
2025-07-26,130.24496466979267
2025-07-27,130.88247866667567
2025-07-28,158.99464108293688
2025-07-29,154.3944274977294
2025-07-30,178.97416365213027
2025-07-31,169.90839088637222
2025-08-01,130.3969188877834
2025-08-02,138.02786334769428
2025-08-03,136.59153947946095
2025-08-04,150.28537844462423
2025-08-05,178.39405022100362
2025-08-06,196.50307537205643
2025-08-07,166.44468469810687
2025-08-08,145.4596588667847
2025-08-09,126.45122912807642
2025-08-10,128.33309858614638
2025-08-11,161.49865361054347
2025-08-12,167.73141000724144
2025-08-13,180.1583477297353
2025-08-14,162.41678040587527
2025-08-15,148.55401810471307
2025-08-16,134.04369848905347
2025-08-17,144.6804584182887
2025-08-18,152.0241212097104
2025-08-19,173.6693664545245
2025-08-20,173.00399342808186
2025-08-21,163.9319792217472
2025-08-22,148.9888687654606
2025-08-23,138.67859590228022
2025-08-24,130.25110159316358
2025-08-25,164.3093850837525
2025-08-26,187.9217541296719
2025-08-27,185.3898677024888
2025-08-28,183.74897712518052
2025-08-29,141.0284365506331
2025-08-30,123.91373466498494
2025-08-31,124.64694751770944
2025-09-01,170.56917753717954
2025-09-02,183.55986183242382
2025-09-03,182.88599643177506
2025-09-04,172.22264495763443
2025-09-05,139.46312308743455
2025-09-06,154.6852734507704
2025-09-07,141.15876428710453
2025-09-08,160.72426672446693
2025-09-09,185.37935489513993
2025-09-10,188.42703297531193
2025-09-11,173.02225346366623
2025-09-12,143.39152514461637
2025-09-13,140.1392897932833
2025-09-14,156.429476125462
2025-09-15,171.86075405922645
2025-09-16,193.56700023942463
2025-09-17,181.73751903232824
2025-09-18,164.56262802972702
2025-09-19,149.95731074974157
2025-09-20,138.0616275568644
2025-09-21,151.37509762379023
2025-09-22,148.8059619746269
2025-09-23,194.30619510435346
2025-09-24,185.8114665775047
2025-09-25,170.3127033545736
2025-09-26,144.1150564308173
2025-09-27,125.62526020598818
2025-09-28,150.45521547007698
2025-09-29,164.18050807221158
2025-09-30,172.99839067309915
2025-10-01,177.96318491198787
2025-10-02,172.28975964219185
2025-10-03,166.8123489575711
2025-10-04,138.03566809236443
2025-10-05,133.09299249579584
2025-10-06,162.87630514437566
2025-10-07,182.38457463540703
2025-10-08,167.99700726732308
2025-10-09,175.78996362673027
2025-10-10,152.86098583594895
2025-10-11,146.9303351441401
2025-10-12,161.15807020266254
2025-10-13,175.1030552158041
2025-10-14,183.66353899130706
2025-10-15,181.9681784632812
2025-10-16,198.05948630722895
2025-10-17,156.43049487209166
2025-10-18,142.7204038832958
2025-10-19,147.4217060685806
2025-10-20,168.9234983879266
2025-10-21,185.908050542715
2025-10-22,187.4793750005328
2025-10-23,174.3460216736668
2025-10-24,156.9430065606076
2025-10-25,139.50985670128165
2025-10-26,143.16022582640235
2025-10-27,169.43854744567778
2025-10-28,186.27140142109877
2025-10-29,205.34890028659572
2025-10-30,158.76142005880575
2025-10-31,167.18537286007515
2025-11-01,155.07422173269234
2025-11-02,133.52415555091176
2025-11-03,167.09389019385867
2025-11-04,186.58797755485836
2025-11-05,183.30514814255113
2025-11-06,174.9949303475827
2025-11-07,150.81699660332873
2025-11-08,160.3719890624598
2025-11-09,158.84498987771573
2025-11-10,181.25611702881645
2025-11-11,196.5811663175314
2025-11-12,186.78111285291482
2025-11-13,178.2695870404314
2025-11-14,164.86488517923604
2025-11-15,137.82508836629415
2025-11-16,158.31183549627596
2025-11-17,170.40935840595697
2025-11-18,189.05750866714777
2025-11-19,202.74949209064005
2025-11-20,187.26814098491778
2025-11-21,159.31044468521992
2025-11-22,158.1250345867032
2025-11-23,145.20762675645676
2025-11-24,178.50773176913214
2025-11-25,198.04917051365072
2025-11-26,195.8337261528597
2025-11-27,187.5713839933263
2025-11-28,153.43755072305
2025-11-29,157.49089763580392
2025-11-30,153.62520160807108
2025-12-01,170.64674807178457
2025-12-02,202.9447195789578
2025-12-03,193.9236334653891
2025-12-04,174.94291476684074
2025-12-05,152.24171126830367
2025-12-06,156.19504641527274
2025-12-07,146.10926920200552
2025-12-08,190.11517101417354
2025-12-09,179.14549583155372
2025-12-10,214.37831925841036
2025-12-11,189.1470301977275
2025-12-12,165.16932508388908
2025-12-13,148.23589943239554
2025-12-14,160.79407825915143
2025-12-15,177.02402526125869
2025-12-16,205.87563147311474
2025-12-17,202.9687748237459
2025-12-18,189.90958987416147
2025-12-19,164.28241760350127
2025-12-20,153.38797245945813
2025-12-21,161.3116888178304
2025-12-22,164.8920410617633
2025-12-23,187.51201836249413
2025-12-24,209.24935170899082
2025-12-25,191.32238460984985
2025-12-26,166.96773393275055
2025-12-27,155.23929423610932
2025-12-28,162.87821363194635
2025-12-29,175.5035960829003
2025-12-30,193.31934925848043
